Order ID,Order Date,Product,Category,Region,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD0509,2025-08-01,Headphones,Electronics,Central,2,89.16,0.0,178.32,111.69,66.63
ORD0628,2025-08-02,Mouse,Accessories,Central,2,16.45,0.0,32.9,24.54,8.36
ORD0674,2025-08-03,Monitor,Electronics,Central,1,343.11,0.0,343.11,224.4,118.71
ORD0011,2025-08-05,Printer,Office Equipment,West,5,216.6,0.0,1083.0,807.64,275.36
ORD0589,2025-08-06,Smartphone,Electronics,North,4,716.46,0.15,2435.96,1843.95,592.01
ORD0769,2025-08-07,Smartphone,Electronics,North,7,774.5,0.0,5421.5,3191.2,2230.3
ORD0024,2025-08-08,Headphones,Electronics,Central,1,179.67,0.0,179.67,139.3,40.37
ORD0234,2025-08-08,Printer,Office Equipment,South,6,218.16,0.05,1243.51,747.75,495.76
ORD0277,2025-08-09,Mouse,Accessories,West,4,69.81,0.1,251.32,176.69,74.63
ORD0163,2025-08-11,Office Chair,Furniture,West,3,330.34,0.15,842.37,647.66,194.71
ORD0118,2025-08-13,Mouse,Accessories,South,1,55.36,0.05,52.59,32.94,19.65
ORD0434,2025-08-13,Keyboard,Accessories,North,4,105.47,0.0,421.88,320.51,101.37
ORD0205,2025-08-13,Office Chair,Furniture,North,2,291.71,0.15,495.91,294.81,201.1
ORD0294,2025-08-14,Mouse,Accessories,East,5,65.38,0.05,310.55,218.41,92.14
ORD0145,2025-08-14,Mouse,Accessories,Central,4,60.18,0.0,240.72,176.87,63.85
ORD0343,2025-08-14,Headphones,Electronics,East,3,165.69,0.05,472.22,303.55,168.67
ORD0587,2025-08-15,Headphones,Electronics,East,5,154.89,0.05,735.73,540.8,194.93
ORD0307,2025-08-15,Printer,Office Equipment,South,4,215.61,0.05,819.32,603.09,216.23
ORD0334,2025-08-15,Laptop,Electronics,West,6,787.47,0.0,4724.82,3109.62,1615.2
ORD0283,2025-08-15,Keyboard,Accessories,North,4,107.14,0.0,428.56,304.42,124.14
ORD0635,2025-08-16,Mouse,Accessories,West,4,40.57,0.0,162.28,104.98,57.3
ORD0397,2025-08-16,Printer,Office Equipment,East,4,326.39,0.05,1240.28,794.39,445.89
ORD0590,2025-08-16,Headphones,Electronics,West,2,101.06,0.05,192.01,132.22,59.79
ORD0122,2025-08-16,Office Chair,Furniture,Central,3,286.21,0.0,858.63,590.13,268.5
ORD0140,2025-08-17,Smartphone,Electronics,East,3,528.03,0.05,1504.89,974.95,529.94
ORD0687,2025-08-17,Monitor,Electronics,West,6,428.86,0.05,2444.5,1653.11,791.39
ORD0618,2025-08-18,Backpack,Bags,South,2,51.91,0.0,103.82,62.11,41.71
ORD0297,2025-08-21,Mouse,Accessories,South,3,50.94,0.0,152.82,115.51,37.31
ORD0186,2025-08-21,Keyboard,Accessories,North,7,43.35,0.0,303.45,195.81,107.64
ORD0423,2025-08-24,Backpack,Bags,North,3,63.9,0.0,191.7,125.32,66.38
ORD0200,2025-08-24,Smartphone,Electronics,West,7,514.84,0.0,3603.88,2180.48,1423.4
ORD0298,2025-08-24,Mouse,Accessories,East,6,38.71,0.1,209.03,151.69,57.34
ORD0626,2025-08-25,Smartphone,Electronics,North,7,523.29,0.15,3113.58,2289.28,824.3
ORD0147,2025-08-25,Backpack,Bags,North,1,66.21,0.05,62.9,45.81,17.09
ORD0050,2025-08-25,Smartphone,Electronics,Central,2,381.88,0.0,763.76,470.91,292.85
ORD0336,2025-08-26,Keyboard,Accessories,South,4,100.32,0.05,381.22,269.49,111.73
ORD0580,2025-08-26,Office Chair,Furniture,South,7,245.2,0.15,1458.94,1070.7,388.24
ORD0792,2025-08-26,Office Chair,Furniture,Central,4,198.76,0.0,795.04,610.07,184.97
ORD0565,2025-08-26,Keyboard,Accessories,East,6,38.03,0.05,216.77,147.64,69.13
ORD0082,2025-08-27,Laptop,Electronics,North,7,814.5,0.1,5131.35,3469.17,1662.18
ORD0081,2025-08-30,Monitor,Electronics,East,5,322.43,0.0,1612.15,1235.79,376.36
ORD0130,2025-09-01,Monitor,Electronics,North,5,230.62,0.1,1037.79,602.88,434.91
ORD0005,2025-09-01,Monitor,Electronics,North,6,149.9,0.05,854.43,560.93,293.5
ORD0386,2025-09-02,Monitor,Electronics,South,2,250.49,0.0,500.98,305.3,195.68
ORD0447,2025-09-02,Desk,Furniture,South,5,465.0,0.15,1976.25,1525.72,450.53
ORD0051,2025-09-04,Mouse,Accessories,East,5,54.8,0.05,260.3,182.82,77.48
ORD0605,2025-09-04,Printer,Office Equipment,West,1,109.53,0.1,98.58,61.91,36.67
ORD0340,2025-09-04,Mouse,Accessories,East,5,30.73,0.15,130.6,101.34,29.26
ORD0574,2025-09-04,Keyboard,Accessories,North,6,103.44,0.0,620.64,475.05,145.59
ORD0491,2025-09-05,Printer,Office Equipment,West,2,234.73,0.05,445.99,277.68,168.31
ORD0495,2025-09-05,Monitor,Electronics,West,7,389.69,0.05,2591.44,1730.24,861.2
ORD0702,2025-09-06,Office Chair,Furniture,South,1,198.02,0.0,198.02,128.13,69.89
ORD0322,2025-09-07,Desk,Furniture,East,6,144.84,0.05,825.59,484.39,341.2
ORD0371,2025-09-07,Office Chair,Furniture,Central,4,265.4,0.0,1061.6,768.26,293.34
ORD0598,2025-09-07,Smartphone,Electronics,West,6,517.2,0.0,3103.2,2223.23,879.97
ORD0593,2025-09-07,Headphones,Electronics,South,7,175.37,0.0,1227.59,835.13,392.46
ORD0167,2025-09-08,Mouse,Accessories,Central,6,36.22,0.05,206.45,160.63,45.82
ORD0010,2025-09-09,Backpack,Bags,North,6,86.82,0.0,520.92,361.56,159.36
ORD0080,2025-09-10,Headphones,Electronics,South,4,122.4,0.0,489.6,297.01,192.59
ORD0098,2025-09-10,Backpack,Bags,West,5,25.22,0.1,113.49,67.74,45.75
ORD0039,2025-09-10,Monitor,Electronics,Central,5,308.86,0.15,1312.66,781.12,531.54
ORD0253,2025-09-11,Smartphone,Electronics,North,3,377.57,0.0,1132.71,791.65,341.06
ORD0316,2025-09-11,Smartphone,Electronics,Central,5,788.81,0.0,3944.05,2839.91,1104.14
ORD0030,2025-09-11,Smartphone,Electronics,West,1,534.15,0.0,534.15,416.24,117.91
ORD0456,2025-09-13,Smartphone,Electronics,East,1,346.37,0.1,311.73,198.41,113.32
ORD0185,2025-09-15,Smartphone,Electronics,Central,3,375.74,0.15,958.14,555.94,402.2
ORD0111,2025-09-16,Mouse,Accessories,North,6,45.71,0.0,274.26,185.46,88.8
ORD0337,2025-09-16,Smartphone,Electronics,East,4,556.8,0.0,2227.2,1565.04,662.16
ORD0338,2025-09-17,Headphones,Electronics,East,6,55.4,0.0,332.4,205.04,127.36
ORD0318,2025-09-18,Backpack,Bags,West,5,64.25,0.05,305.19,203.57,101.62
ORD0510,2025-09-18,Monitor,Electronics,South,3,393.53,0.0,1180.59,807.9,372.69
ORD0493,2025-09-19,Keyboard,Accessories,North,3,115.97,0.0,347.91,260.22,87.69
ORD0630,2025-09-19,Laptop,Electronics,North,1,653.87,0.1,588.48,427.37,161.11
ORD0364,2025-09-19,Office Chair,Furniture,South,1,159.93,0.0,159.93,121.27,38.66
ORD0029,2025-09-20,Mouse,Accessories,West,1,18.58,0.15,15.79,11.93,3.86
ORD0137,2025-09-21,Keyboard,Accessories,Central,4,70.7,0.05,268.66,196.95,71.71
ORD0583,2025-09-22,Monitor,Electronics,West,6,448.81,0.1,2423.57,1771.02,652.55
ORD0584,2025-09-25,Office Chair,Furniture,North,6,327.89,0.0,1967.34,1503.98,463.36
ORD0609,2025-09-26,Smartphone,Electronics,North,7,326.78,0.05,2173.09,1591.52,581.57
ORD0047,2025-09-26,Desk,Furniture,South,4,276.31,0.05,1049.98,638.04,411.94
ORD0519,2025-09-26,Smartphone,Electronics,Central,5,491.5,0.15,2088.88,1425.57,663.31
ORD0795,2025-09-28,Smartphone,Electronics,East,3,341.02,0.1,920.75,632.62,288.13
ORD0579,2025-09-29,Smartphone,Electronics,South,3,574.47,0.0,1723.41,1265.85,457.56
ORD0063,2025-09-30,Smartphone,Electronics,North,7,662.98,0.1,4176.77,2508.67,1668.1
ORD0588,2025-09-30,Headphones,Electronics,East,1,83.17,0.0,83.17,48.93,34.24
ORD0585,2025-09-30,Mouse,Accessories,North,2,34.74,0.1,62.53,37.84,24.69
ORD0689,2025-10-01,Keyboard,Accessories,East,5,66.79,0.05,317.25,208.18,109.07
ORD0499,2025-10-02,Mouse,Accessories,West,2,33.59,0.0,67.18,50.85,16.33
ORD0560,2025-10-03,Laptop,Electronics,South,3,965.76,0.0,2897.28,1777.84,1119.44
ORD0665,2025-10-03,Monitor,Electronics,North,4,162.35,0.05,616.93,443.38,173.55
ORD0034,2025-10-04,Mouse,Accessories,West,5,25.01,0.1,112.55,70.62,41.93
ORD0248,2025-10-04,Laptop,Electronics,West,2,694.92,0.0,1389.84,983.45,406.39
ORD0378,2025-10-04,Desk,Furniture,East,7,250.4,0.1,1577.52,1120.76,456.76
ORD0751,2025-10-05,Monitor,Electronics,South,1,154.78,0.05,147.04,100.37,46.67
ORD0640,2025-10-05,Smartphone,Electronics,South,4,308.08,0.0,1232.32,876.52,355.8
ORD0388,2025-10-05,Laptop,Electronics,West,3,1034.45,0.0,3103.35,2039.22,1064.13
ORD0038,2025-10-07,Keyboard,Accessories,Central,6,111.91,0.0,671.46,391.52,279.94
ORD0391,2025-10-07,Smartphone,Electronics,Central,3,556.74,0.0,1670.22,1162.63,507.59
ORD0352,2025-10-08,Monitor,Electronics,South,6,245.53,0.15,1252.2,754.0,498.2
ORD0595,2025-10-09,Office Chair,Furniture,South,1,91.79,0.0,91.79,65.42,26.37
ORD0789,2025-10-09,Monitor,Electronics,Central,6,218.89,0.15,1116.34,767.07,349.27
ORD0489,2025-10-10,Laptop,Electronics,South,2,756.96,0.0,1513.92,1170.26,343.66
ORD0224,2025-10-11,Monitor,Electronics,North,3,433.03,0.0,1299.09,846.81,452.28
ORD0636,2025-10-12,Smartphone,Electronics,West,2,364.72,0.0,729.44,555.95,173.49
ORD0143,2025-10-12,Laptop,Electronics,West,7,989.25,0.0,6924.75,5230.19,1694.56
ORD0653,2025-10-12,Office Chair,Furniture,West,6,166.94,0.05,951.56,735.61,215.95
ORD0760,2025-10-13,Smartphone,Electronics,Central,7,351.71,0.0,2461.97,1458.19,1003.78
ORD0616,2025-10-14,Backpack,Bags,East,4,60.63,0.0,242.52,183.31,59.21
ORD0346,2025-10-16,Monitor,Electronics,West,6,363.56,0.1,1963.22,1469.96,493.26
ORD0013,2025-10-16,Smartphone,Electronics,East,7,698.5,0.1,4400.55,3193.93,1206.62
ORD0513,2025-10-16,Office Chair,Furniture,North,5,276.87,0.1,1245.92,850.95,394.97
ORD0327,2025-10-16,Laptop,Electronics,North,5,740.13,0.0,3700.65,2775.94,924.71
ORD0482,2025-10-16,Mouse,Accessories,Central,5,16.18,0.0,80.9,53.09,27.81
ORD0381,2025-10-17,Mouse,Accessories,West,2,33.46,0.0,66.92,44.07,22.85
ORD0407,2025-10-17,Monitor,Electronics,Central,6,221.03,0.05,1259.87,889.99,369.88
ORD0681,2025-10-19,Smartphone,Electronics,South,7,577.38,0.1,3637.49,2529.5,1107.99
ORD0404,2025-10-19,Mouse,Accessories,North,1,17.21,0.0,17.21,10.13,7.08
ORD0219,2025-10-20,Backpack,Bags,Central,7,78.77,0.0,551.39,376.34,175.05
ORD0695,2025-10-21,Smartphone,Electronics,Central,4,384.29,0.05,1460.3,959.45,500.85
ORD0117,2025-10-22,Backpack,Bags,East,1,99.56,0.0,99.56,74.0,25.56
ORD0555,2025-10-23,Office Chair,Furniture,South,4,182.28,0.0,729.12,427.52,301.6
ORD0561,2025-10-23,Headphones,Electronics,West,2,45.85,0.0,91.7,62.9,28.8
ORD0646,2025-10-23,Desk,Furniture,South,2,448.91,0.0,897.82,543.35,354.47
ORD0758,2025-10-25,Laptop,Electronics,East,5,863.86,0.1,3887.37,2508.04,1379.33
ORD0534,2025-10-27,Smartphone,Electronics,East,5,368.2,0.0,1841.0,1402.05,438.95
ORD0109,2025-10-27,Desk,Furniture,Central,2,331.57,0.05,629.98,400.66,229.32
ORD0360,2025-10-28,Laptop,Electronics,West,3,981.71,0.1,2650.62,1840.47,810.15
ORD0317,2025-10-29,Mouse,Accessories,South,3,29.33,0.15,74.79,47.26,27.53
ORD0366,2025-10-29,Monitor,Electronics,North,4,188.31,0.05,715.58,415.82,299.76
ORD0349,2025-10-29,Keyboard,Accessories,West,6,59.24,0.0,355.44,260.41,95.03
ORD0313,2025-10-30,Monitor,Electronics,East,2,242.57,0.0,485.14,359.14,126.0
ORD0222,2025-10-30,Mouse,Accessories,East,7,46.13,0.05,306.76,202.26,104.5
ORD0260,2025-10-30,Laptop,Electronics,North,4,685.51,0.15,2330.73,1647.81,682.92
ORD0506,2025-10-30,Smartphone,Electronics,West,5,682.59,0.15,2901.01,2115.87,785.14
ORD0649,2025-10-30,Keyboard,Accessories,Central,2,47.17,0.05,89.62,65.37,24.25
ORD0195,2025-10-30,Headphones,Electronics,Central,1,174.67,0.0,174.67,126.85,47.82
ORD0683,2025-10-31,Smartphone,Electronics,South,7,728.47,0.0,5099.29,3584.19,1515.1
ORD0076,2025-11-01,Laptop,Electronics,North,3,928.16,0.0,2784.48,1707.56,1076.92
ORD0089,2025-11-02,Mouse,Accessories,South,2,58.69,0.15,99.77,70.18,29.59
ORD0679,2025-11-02,Printer,Office Equipment,East,1,154.16,0.0,154.16,105.61,48.55
ORD0644,2025-11-02,Monitor,Electronics,West,1,162.63,0.0,162.63,113.94,48.69
ORD0705,2025-11-05,Laptop,Electronics,South,2,901.1,0.05,1712.09,1281.93,430.16
ORD0212,2025-11-05,Mouse,Accessories,East,3,68.6,0.0,205.8,126.86,78.94
ORD0002,2025-11-05,Laptop,Electronics,South,3,996.47,0.05,2839.94,2049.34,790.6
ORD0173,2025-11-06,Backpack,Bags,Central,2,39.2,0.15,66.64,41.74,24.9
ORD0508,2025-11-07,Keyboard,Accessories,Central,5,95.54,0.0,477.7,360.44,117.26
ORD0507,2025-11-08,Monitor,Electronics,South,4,215.43,0.0,861.72,542.88,318.84
ORD0246,2025-11-08,Keyboard,Accessories,North,7,89.71,0.0,627.97,430.18,197.79
ORD0139,2025-11-09,Laptop,Electronics,East,4,985.92,0.1,3549.31,2348.21,1201.1
ORD0319,2025-11-09,Smartphone,Electronics,West,4,277.41,0.15,943.19,718.6,224.59
ORD0498,2025-11-10,Laptop,Electronics,North,2,675.01,0.05,1282.52,931.81,350.71
ORD0078,2025-11-12,Smartphone,Electronics,South,5,402.56,0.0,2012.8,1354.09,658.71
ORD0006,2025-11-12,Laptop,Electronics,South,3,922.12,0.05,2628.04,1531.24,1096.8
ORD0624,2025-11-12,Monitor,Electronics,West,7,207.76,0.15,1236.17,723.35,512.82
ORD0207,2025-11-13,Mouse,Accessories,East,2,59.64,0.0,119.28,85.18,34.1
ORD0367,2025-11-14,Smartphone,Electronics,South,3,714.16,0.0,2142.48,1440.97,701.51
ORD0135,2025-11-14,Headphones,Electronics,Central,5,92.61,0.0,463.05,342.64,120.41
ORD0535,2025-11-14,Smartphone,Electronics,North,1,571.57,0.0,571.57,382.25,189.32
ORD0202,2025-11-16,Mouse,Accessories,South,3,69.09,0.0,207.27,139.48,67.79
ORD0450,2025-11-18,Headphones,Electronics,East,4,68.16,0.05,259.01,161.73,97.28
ORD0040,2025-11-19,Smartphone,Electronics,South,1,424.31,0.0,424.31,293.35,130.96
ORD0526,2025-11-19,Keyboard,Accessories,East,6,66.18,0.15,337.52,233.5,104.02
ORD0372,2025-11-20,Laptop,Electronics,North,3,650.84,0.1,1757.27,1310.78,446.49
ORD0170,2025-11-20,Office Chair,Furniture,South,6,90.87,0.05,517.96,331.18,186.78
ORD0055,2025-11-21,Headphones,Electronics,Central,2,125.75,0.05,238.92,179.5,59.42
ORD0383,2025-11-21,Monitor,Electronics,South,3,232.4,0.0,697.2,461.49,235.71
ORD0187,2025-11-22,Smartphone,Electronics,East,2,598.7,0.05,1137.53,837.19,300.34
ORD0697,2025-11-23,Keyboard,Accessories,South,5,119.49,0.0,597.45,377.36,220.09
ORD0452,2025-11-23,Headphones,Electronics,North,7,168.33,0.15,1001.56,589.9,411.66
ORD0291,2025-11-25,Laptop,Electronics,South,4,1009.56,0.1,3634.42,2273.58,1360.84
ORD0077,2025-11-26,Mouse,Accessories,West,6,34.28,0.1,185.11,141.25,43.86
ORD0735,2025-11-27,Printer,Office Equipment,South,5,198.45,0.0,992.25,708.34,283.91
ORD0370,2025-11-28,Monitor,Electronics,Central,7,210.66,0.0,1474.62,979.69,494.93
ORD0178,2025-11-28,Monitor,Electronics,South,3,210.08,0.05,598.73,352.58,246.15
ORD0770,2025-11-30,Office Chair,Furniture,Central,2,288.51,0.0,577.02,447.91,129.11
ORD0356,2025-11-30,Laptop,Electronics,North,4,770.51,0.05,2927.94,1872.26,1055.68
ORD0188,2025-12-01,Office Chair,Furniture,Central,2,202.38,0.1,364.28,239.85,124.43
ORD0743,2025-12-01,Headphones,Electronics,East,4,51.33,0.0,205.32,155.48,49.84
ORD0162,2025-12-01,Mouse,Accessories,Central,1,22.47,0.05,21.35,16.29,5.06
ORD0522,2025-12-02,Office Chair,Furniture,North,1,229.27,0.1,206.34,153.57,52.77
ORD0309,2025-12-02,Monitor,Electronics,South,1,314.11,0.05,298.4,211.41,86.99
ORD0650,2025-12-02,Mouse,Accessories,South,5,47.15,0.1,212.18,124.97,87.21
ORD0577,2025-12-03,Laptop,Electronics,West,7,890.11,0.0,6230.77,4083.06,2147.71
ORD0778,2025-12-03,Laptop,Electronics,North,5,989.57,0.0,4947.85,3112.74,1835.11
ORD0033,2025-12-04,Mouse,Accessories,South,6,66.53,0.15,339.3,216.06,123.24
ORD0028,2025-12-04,Keyboard,Accessories,North,3,58.12,0.0,174.36,133.93,40.43
ORD0767,2025-12-06,Office Chair,Furniture,North,2,170.68,0.05,324.29,239.74,84.55
ORD0586,2025-12-08,Smartphone,Electronics,South,5,721.07,0.1,3244.82,2483.82,761.0
ORD0150,2025-12-08,Headphones,Electronics,Central,1,93.76,0.05,89.07,64.49,24.58
ORD0241,2025-12-09,Monitor,Electronics,South,5,201.2,0.05,955.7,629.68,326.02
ORD0662,2025-12-10,Headphones,Electronics,East,7,104.61,0.0,732.27,436.59,295.68
ORD0717,2025-12-10,Smartphone,Electronics,Central,3,283.5,0.0,850.5,614.81,235.69
ORD0330,2025-12-10,Mouse,Accessories,West,2,62.0,0.05,117.8,85.98,31.82
ORD0274,2025-12-11,Mouse,Accessories,South,3,34.41,0.05,98.07,60.64,37.43
ORD0096,2025-12-12,Headphones,Electronics,South,6,47.86,0.0,287.16,193.02,94.14
ORD0713,2025-12-13,Desk,Furniture,North,3,254.84,0.1,688.07,476.68,211.39
ORD0362,2025-12-14,Mouse,Accessories,West,4,57.75,0.05,219.45,156.97,62.48
ORD0575,2025-12-15,Desk,Furniture,Central,3,476.78,0.1,1287.31,833.53,453.78
ORD0115,2025-12-15,Smartphone,Electronics,East,3,759.55,0.1,2050.78,1209.18,841.6
ORD0312,2025-12-16,Office Chair,Furniture,North,7,304.53,0.05,2025.12,1325.83,699.29
ORD0376,2025-12-16,Smartphone,Electronics,South,6,316.31,0.15,1613.18,957.08,656.1
ORD0559,2025-12-16,Headphones,Electronics,Central,5,176.42,0.1,793.89,595.82,198.07
ORD0711,2025-12-18,Monitor,Electronics,Central,6,237.29,0.05,1352.55,915.35,437.2
ORD0290,2025-12-18,Mouse,Accessories,South,4,32.58,0.0,130.32,89.91,40.41
ORD0214,2025-12-19,Laptop,Electronics,West,3,922.09,0.0,2766.27,1621.4,1144.87
ORD0182,2025-12-19,Backpack,Bags,East,1,99.68,0.1,89.71,63.85,25.86
ORD0259,2025-12-20,Headphones,Electronics,West,6,42.59,0.0,255.54,166.76,88.78
ORD0517,2025-12-20,Monitor,Electronics,East,3,344.06,0.0,1032.18,754.23,277.95
ORD0614,2025-12-21,Desk,Furniture,West,5,286.51,0.1,1289.3,995.92,293.38
ORD0545,2025-12-21,Office Chair,Furniture,East,4,100.12,0.1,360.43,253.71,106.72
ORD0149,2025-12-22,Mouse,Accessories,North,5,13.07,0.15,55.55,33.53,22.02
ORD0183,2025-12-22,Backpack,Bags,East,1,53.39,0.0,53.39,40.9,12.49
ORD0655,2025-12-22,Monitor,Electronics,North,6,355.86,0.0,2135.16,1462.79,672.37
ORD0377,2025-12-23,Laptop,Electronics,Central,6,863.0,0.0,5178.0,3090.64,2087.36
ORD0177,2025-12-23,Desk,Furniture,South,6,356.72,0.1,1926.29,1130.68,795.61
ORD0021,2025-12-25,Headphones,Electronics,East,3,96.93,0.1,261.71,196.84,64.87
ORD0169,2025-12-25,Keyboard,Accessories,West,4,118.49,0.1,426.56,283.05,143.51
ORD0134,2025-12-26,Printer,Office Equipment,North,1,267.19,0.1,240.47,165.21,75.26
ORD0073,2025-12-27,Monitor,Electronics,North,6,138.58,0.0,831.48,501.8,329.68
ORD0223,2025-12-27,Backpack,Bags,North,6,39.43,0.05,224.75,145.5,79.25
ORD0744,2025-12-27,Mouse,Accessories,South,4,25.52,0.05,96.98,68.46,28.52
ORD0302,2025-12-28,Laptop,Electronics,South,4,904.52,0.1,3256.27,1992.88,1263.39
ORD0100,2025-12-29,Office Chair,Furniture,West,6,128.41,0.0,770.46,552.75,217.71
ORD0797,2025-12-30,Mouse,Accessories,South,3,29.76,0.0,89.28,64.21,25.07
ORD0399,2025-12-31,Backpack,Bags,East,3,59.64,0.1,161.03,118.02,43.01
ORD0497,2026-01-01,Desk,Furniture,Central,7,400.71,0.0,2804.97,1766.22,1038.75
ORD0558,2026-01-01,Smartphone,Electronics,West,1,592.45,0.15,503.58,338.91,164.67
ORD0777,2026-01-01,Mouse,Accessories,North,3,17.05,0.0,51.15,35.25,15.9
ORD0670,2026-01-04,Printer,Office Equipment,South,2,249.44,0.05,473.94,298.8,175.14
ORD0698,2026-01-04,Smartphone,Electronics,North,1,605.06,0.0,605.06,465.41,139.65
ORD0208,2026-01-05,Backpack,Bags,West,1,104.58,0.0,104.58,71.98,32.6
ORD0704,2026-01-05,Smartphone,Electronics,West,4,348.47,0.1,1254.49,897.6,356.89
ORD0136,2026-01-06,Mouse,Accessories,South,5,39.38,0.05,187.06,110.95,76.11
ORD0217,2026-01-06,Office Chair,Furniture,South,4,317.09,0.15,1078.11,716.24,361.87
ORD0129,2026-01-06,Desk,Furniture,Central,6,438.25,0.0,2629.5,1688.9,940.6
ORD0793,2026-01-08,Backpack,Bags,East,6,34.19,0.1,184.63,129.76,54.87
ORD0433,2026-01-08,Office Chair,Furniture,West,2,148.05,0.05,281.3,195.26,86.04
ORD0022,2026-01-09,Monitor,Electronics,North,5,348.5,0.0,1742.5,1095.73,646.77
ORD0160,2026-01-09,Keyboard,Accessories,North,3,94.56,0.1,255.31,181.72,73.59
ORD0230,2026-01-10,Keyboard,Accessories,South,7,27.85,0.0,194.95,140.55,54.4
ORD0354,2026-01-10,Desk,Furniture,North,4,493.08,0.05,1873.7,1296.29,577.41
ORD0478,2026-01-10,Backpack,Bags,East,3,67.63,0.0,202.89,130.37,72.52
ORD0671,2026-01-11,Smartphone,Electronics,East,3,695.46,0.05,1982.06,1439.06,543.0
ORD0621,2026-01-11,Desk,Furniture,East,2,315.36,0.0,630.72,438.1,192.62
ORD0060,2026-01-11,Headphones,Electronics,West,4,135.47,0.0,541.88,415.8,126.08
ORD0105,2026-01-12,Monitor,Electronics,North,2,320.49,0.0,640.98,435.64,205.34
ORD0375,2026-01-12,Monitor,Electronics,West,3,317.57,0.05,905.07,550.08,354.99
ORD0690,2026-01-13,Smartphone,Electronics,East,2,460.77,0.0,921.54,616.06,305.48
ORD0199,2026-01-13,Office Chair,Furniture,East,3,297.17,0.0,891.51,679.66,211.85
ORD0127,2026-01-13,Keyboard,Accessories,North,4,100.06,0.0,400.24,284.28,115.96
ORD0116,2026-01-14,Desk,Furniture,South,6,423.82,0.1,2288.63,1412.73,875.9
ORD0389,2026-01-14,Printer,Office Equipment,East,1,266.11,0.05,252.8,185.15,67.65
ORD0521,2026-01-15,Laptop,Electronics,North,5,813.25,0.1,3659.62,2284.99,1374.63
ORD0172,2026-01-15,Monitor,Electronics,East,4,192.02,0.15,652.87,481.34,171.53
ORD0138,2026-01-15,Laptop,Electronics,North,3,799.32,0.0,2397.96,1699.67,698.29
ORD0056,2026-01-15,Smartphone,Electronics,North,7,769.34,0.1,4846.84,3428.08,1418.76
ORD0191,2026-01-16,Printer,Office Equipment,West,7,390.66,0.1,2461.16,1491.51,969.65
ORD0722,2026-01-16,Laptop,Electronics,North,2,959.07,0.1,1726.33,1201.17,525.16
ORD0258,2026-01-16,Smartphone,Electronics,South,5,399.13,0.05,1895.87,1357.49,538.38
ORD0341,2026-01-17,Mouse,Accessories,Central,3,42.59,0.1,114.99,87.17,27.82
ORD0390,2026-01-18,Headphones,Electronics,West,2,72.6,0.0,145.2,85.89,59.31
ORD0685,2026-01-18,Desk,Furniture,South,2,236.65,0.0,473.3,338.74,134.56
ORD0209,2026-01-18,Backpack,Bags,East,2,78.15,0.1,140.67,98.81,41.86
ORD0406,2026-01-19,Office Chair,Furniture,West,4,272.01,0.0,1088.04,717.91,370.13
ORD0247,2026-01-20,Keyboard,Accessories,West,2,112.19,0.0,224.38,134.05,90.33
ORD0505,2026-01-20,Smartphone,Electronics,Central,1,670.44,0.0,670.44,476.71,193.73
ORD0023,2026-01-21,Monitor,Electronics,East,6,440.69,0.15,2247.52,1416.74,830.78
ORD0144,2026-01-21,Office Chair,Furniture,East,1,302.54,0.0,302.54,191.17,111.37
ORD0429,2026-01-22,Backpack,Bags,North,2,26.64,0.0,53.28,35.31,17.97
ORD0008,2026-01-23,Keyboard,Accessories,South,7,41.47,0.0,290.29,178.95,111.34
ORD0723,2026-01-23,Mouse,Accessories,North,4,49.66,0.05,188.71,139.59,49.12
ORD0749,2026-01-25,Smartphone,Electronics,North,2,275.33,0.15,468.06,333.33,134.73
ORD0571,2026-01-25,Monitor,Electronics,East,6,418.09,0.1,2257.69,1678.75,578.94
ORD0331,2026-01-26,Headphones,Electronics,Central,3,42.53,0.1,114.83,71.23,43.6
ORD0125,2026-01-31,Headphones,Electronics,South,6,93.12,0.05,530.78,408.41,122.37
ORD0064,2026-01-31,Keyboard,Accessories,Central,1,55.4,0.1,49.86,32.8,17.06
ORD0657,2026-01-31,Headphones,Electronics,North,3,169.02,0.0,507.06,307.05,200.01
ORD0193,2026-02-01,Laptop,Electronics,North,2,759.45,0.15,1291.06,858.86,432.2
ORD0323,2026-02-03,Smartphone,Electronics,South,4,423.35,0.1,1524.06,910.3,613.76
ORD0171,2026-02-03,Smartphone,Electronics,North,1,402.5,0.15,342.12,201.52,140.6
ORD0612,2026-02-03,Printer,Office Equipment,East,1,378.43,0.1,340.59,212.8,127.79
ORD0634,2026-02-04,Laptop,Electronics,South,4,830.02,0.0,3320.08,2503.8,816.28
ORD0315,2026-02-04,Mouse,Accessories,Central,7,60.71,0.0,424.97,295.09,129.88
ORD0261,2026-02-04,Smartphone,Electronics,West,2,303.17,0.05,576.02,421.2,154.82
ORD0321,2026-02-04,Laptop,Electronics,South,6,754.68,0.0,4528.08,3447.01,1081.07
ORD0276,2026-02-04,Smartphone,Electronics,West,1,680.48,0.0,680.48,418.87,261.61
ORD0658,2026-02-05,Mouse,Accessories,North,6,19.39,0.0,116.34,86.4,29.94
ORD0088,2026-02-05,Keyboard,Accessories,Central,4,102.56,0.15,348.7,208.41,140.29
ORD0488,2026-02-07,Laptop,Electronics,West,6,677.33,0.0,4063.98,2922.65,1141.33
